  5.9664710e+001  8.9998280e+001
  9.0199081e+001  1.9343375e+001
  7.0206645e+001  7.5442458e+001
  3.7745510e+001  3.4626072e+001
  7.3495593e+001  4.1862541e+001
  9.5410279e+001  1.5571983e+001
  5.4281311e+001  8.1900058e+001
  5.4010583e+001  6.2492353e+001
  3.1110964e+001  7.3856042e+001
  7.1234572e+000  8.0511242e+001
  1.8198047e+001  6.7222658e+000
  9.2988927e+000  9.5079032e+001
  4.6348925e+001  4.9757701e+001
  9.3325120e-001  7.5514590e+001
  9.1502591e+001  7.4240507e+001
  6.4274174e+001  8.3112958e+001
  1.4190582e-001  1.5650185e+001
  3.0385272e+000  4.5730872e+001
  2.0847022e+001  6.1810050e+001
  4.5496615e+001  9.3218336e+001
  1.2726603e+001  8.3508824e+001
  8.6476879e-001  8.9542352e+001
  7.2707960e+001  5.8251852e+001
  3.5411647e+001  5.8274681e+001
  7.8044595e+001  8.5492594e+001
  4.3665664e+001  3.4865700e+000
  4.3655478e+001  8.8542010e+001
  4.9213180e+000  4.0773081e+001
  4.9631902e+000  3.6382030e+000
  9.1100175e+000  7.4614794e+001
  5.9403703e+001  1.5482877e+001
  2.4108406e+001  1.4390833e+001
  8.4136910e+001  6.0595905e+001
  8.5721276e+001  2.5448084e+001
  9.6361220e+001  3.2415421e+001
  4.8889979e+001  4.0179092e+001
  2.2031010e+001  4.0637332e+001
  2.2620864e+001  3.8619114e+001
  5.3678780e+001  6.0980182e+001
  7.6210971e+001  1.6689072e+001
  3.4756715e+001  1.8809207e+001
  4.6123176e+001  9.4628870e+000
  6.3932376e+001  3.2318627e+001
  9.1733604e+001  7.6959693e+001
  1.6157257e+001  2.3411800e+001
  7.1563540e+001  7.4036547e+001
  5.7773888e+001  6.9281841e+001
  4.3329898e+001  8.2407821e+001
  8.8424278e+001  8.2797755e+001
  3.9305176e+001  2.9336793e+001
  1.7897515e+001  3.0936924e+001
  6.3333358e+001  5.2302980e+001
  6.2400055e+001  3.2529899e+001
  3.2794160e+001  8.3184251e+001
  8.0296532e+001  8.1029479e+001
  9.9947786e+001  5.5699826e+001
  9.8097816e+001  2.6296403e+001
  1.2703694e+001  6.8056620e+001
  2.3224015e+001  2.3365315e+001
  2.3632467e+000  4.5642536e+001
  6.0743261e+001  3.8456689e+001
  1.1080932e+001  5.3860144e+001
  4.0745951e+001  9.9170372e+001
  8.8407681e+001  7.5522040e+001
  5.4813278e+001  9.8045485e+001
  3.6900308e+001  2.3478264e+001
  2.0834598e+001  5.2855909e+001
  4.4094328e+001  5.1436054e+000
  9.5619615e+001  7.5687547e+001
  1.2402592e+001  6.0197977e+001
  4.7076325e+001  8.5716871e+001
  8.5689633e+001  9.8827714e+001
  4.3390472e+000  9.2948447e+001
  6.9162515e+001  4.0951493e+001
  9.7898547e+001  3.4146222e-002
  2.8326790e+001  5.4087832e+001
  1.3378050e+001  2.0773062e+001
  6.8527968e+001  2.1928359e+001
  9.0945456e+001  3.2580626e+001
  6.1086898e+001  9.5949417e+000
